ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MANTENIMIENTO_ID,NIVEL_ESCALAMIENTO,TIEMPO_RESOLUCION
197,rotura,2024-07-02T00:00:00.000000Z,cerrada,"['532-05-5805', '163-11-1730']",['mnt-02718'],medio,75
198,desgaste,2024-03-11T00:00:00.000000Z,cerrada,"['007-04-5019', '152-23-7523']","['mnt-05845', 'mnt-13951']",muy alto,5
199,desgaste,2024-03-21T00:00:00.000000Z,cerrada,"['063-58-5461', '217-91-8807']","['mnt-06959', 'mnt-11135']",muy alto,132
200,mal funcionamiento,2024-01-02T00:00:00.000000Z,abierta,"['673-75-8581', '129-74-7536']","['mnt-00997', 'mnt-03861']",alto,200-ESTADO-abierta
201,desgaste,2023-10-29T00:00:00.000000Z,abierta,['479-87-4882'],"['mnt-08681', 'mnt-12944']",muy alto,201-ESTADO-abierta
202,desgaste,2024-04-16T00:00:00.000000Z,abierta,"['690-16-4774', '252-10-7073']","['mnt-06764', 'mnt-09871']",muy alto,202-ESTADO-abierta
203,mal funcionamiento,2024-06-18T00:00:00.000000Z,cerrada,"['367-06-8004', '277-94-4280']",['mnt-10765'],alto,49
204,desgaste,2024-09-06T00:00:00.000000Z,abierta,"['506-71-8929', '250-51-8547', '223-08-2682']",['mnt-07597'],muy alto,204-ESTADO-abierta
205,vandalismo,2024-03-17T00:00:00.000000Z,cerrada,['734-24-8767'],['mnt-08255'],bajo,77
206,mal funcionamiento,2024-02-23T00:00:00.000000Z,cerrada,['260-85-2212'],['mnt-03972'],alto,119
207,vandalismo,2024-06-19T00:00:00.000000Z,cerrada,['803-81-3426'],"['mnt-01923', 'mnt-10256']",bajo,46
208,mal funcionamiento,2024-04-02T00:00:00.000000Z,cerrada,"['440-02-5745', '273-62-7268']",['mnt-07834'],alto,20
209,rotura,2024-10-10T00:00:00.000000Z,cerrada,"['092-70-0241', '365-96-5751']","['mnt-02095', 'mnt-06413']",medio,80
210,desgaste,2024-01-27T00:00:00.000000Z,cerrada,"['328-61-4499', '890-01-1532', '673-84-2527']",['mnt-11741'],muy alto,130
211,mal funcionamiento,2024-01-25T00:00:00.000000Z,abierta,"['968-91-5056', '716-83-1508', '599-74-8656']",['mnt-05711'],alto,211-ESTADO-abierta
212,mal funcionamiento,2024-08-18T00:00:00.000000Z,abierta,['227-47-0723'],['mnt-02469'],alto,212-ESTADO-abierta
213,rotura,2023-10-18T00:00:00.000000Z,abierta,"['883-80-3294', '981-24-9643', '583-45-2974']","['mnt-01989', 'mnt-08098']",medio,213-ESTADO-abierta
214,rotura,2024-10-03T00:00:00.000000Z,abierta,"['474-72-2630', '771-65-8952']",['mnt-10744'],medio,214-ESTADO-abierta
215,mal funcionamiento,2023-12-15T00:00:00.000000Z,abierta,"['459-61-4620', '938-68-2871', '886-72-5197']",['mnt-03502'],alto,215-ESTADO-abierta
216,vandalismo,2024-09-20T00:00:00.000000Z,cerrada,"['179-81-4070', '357-52-5162', '546-47-9408']","['mnt-06097', 'mnt-10096']",bajo,45
217,vandalismo,2024-03-30T00:00:00.000000Z,cerrada,"['852-71-8158', '255-33-2089']",['mnt-12925'],bajo,166
218,mal funcionamiento,2023-10-17T00:00:00.000000Z,abierta,"['642-31-1706', '964-31-2091', '697-74-4853']",['mnt-12989'],alto,218-ESTADO-abierta
219,rotura,2024-07-20T00:00:00.000000Z,cerrada,"['466-42-2357', '414-12-7610']",['mnt-08837'],medio,44
220,desgaste,2023-11-10T00:00:00.000000Z,abierta,['502-03-2311'],['mnt-00929'],muy alto,220-ESTADO-abierta
221,vandalismo,2023-10-18T00:00:00.000000Z,cerrada,['772-34-6496'],"['mnt-05865', 'mnt-08461']",bajo,320
222,vandalismo,2024-05-01T00:00:00.000000Z,abierta,"['304-20-0421', '208-20-6478']",['mnt-05497'],bajo,222-ESTADO-abierta
223,rotura,2024-04-19T00:00:00.000000Z,abierta,['643-11-2165'],['mnt-01883'],medio,223-ESTADO-abierta
224,mal funcionamiento,2024-07-08T00:00:00.000000Z,cerrada,"['272-38-0325', '291-56-2499']",['mnt-00345'],alto,59
225,vandalismo,2024-10-13T00:00:00.000000Z,abierta,"['834-86-5253', '007-28-9700']","['mnt-03852', 'mnt-04401']",bajo,225-ESTADO-abierta
226,desgaste,2024-06-16T00:00:00.000000Z,abierta,"['128-84-7974', '166-49-5361', '307-08-9395']",['mnt-10303'],muy alto,226-ESTADO-abierta
227,rotura,2023-12-14T00:00:00.000000Z,cerrada,"['157-20-3561', '185-71-4779', '441-70-8832']","['mnt-02607', 'mnt-10069', 'mnt-14322']",medio,119
228,vandalismo,2023-11-11T00:00:00.000000Z,abierta,"['508-02-5955', '308-00-2673']",['mnt-14510'],bajo,228-ESTADO-abierta
229,vandalismo,2024-08-10T00:00:00.000000Z,cerrada,['032-05-0417'],['mnt-00615'],bajo,58
230,desgaste,2023-11-13T00:00:00.000000Z,abierta,['560-36-8909'],['mnt-08706'],muy alto,230-ESTADO-abierta
231,mal funcionamiento,2024-10-09T00:00:00.000000Z,abierta,['357-57-5210'],['mnt-08787'],alto,231-ESTADO-abierta
232,rotura,2024-05-23T00:00:00.000000Z,cerrada,"['517-11-2885', '592-25-2140', '544-00-6244']",['mnt-04298'],medio,39
233,desgaste,2024-04-05T00:00:00.000000Z,cerrada,['164-70-9305'],['mnt-11228'],muy alto,40
234,mal funcionamiento,2024-01-04T00:00:00.000000Z,cerrada,['034-51-8628'],['mnt-10208'],alto,270
235,vandalismo,2023-12-29T00:00:00.000000Z,abierta,"['545-54-7873', '453-48-9491']",['mnt-05416'],bajo,235-ESTADO-abierta
236,vandalismo,2024-09-04T00:00:00.000000Z,cerrada,"['327-17-8193', '766-89-8936']",['mnt-07747'],bajo,210
237,desgaste,2023-12-28T00:00:00.000000Z,abierta,"['374-76-8245', '025-82-8686']","['mnt-05054', 'mnt-08978']",muy alto,237-ESTADO-abierta
238,vandalismo,2024-01-15T00:00:00.000000Z,cerrada,"['950-14-6267', '123-28-9053', '798-12-4017']",['mnt-01922'],bajo,96
239,rotura,2024-09-09T00:00:00.000000Z,cerrada,"['741-10-6313', '594-31-9895', '096-76-3481']",['mnt-00971'],medio,135
240,desgaste,2023-11-10T00:00:00.000000Z,abierta,['581-11-8603'],['mnt-06404'],muy alto,240-ESTADO-abierta
241,rotura,2024-08-02T00:00:00.000000Z,abierta,"['660-42-3037', '296-93-9791']",['mnt-14825'],medio,241-ESTADO-abierta
242,vandalismo,2024-07-21T00:00:00.000000Z,cerrada,"['548-80-8732', '859-56-6087', '905-57-1750']",['mnt-14769'],bajo,42
243,mal funcionamiento,2023-10-28T00:00:00.000000Z,abierta,['584-81-3709'],['mnt-02388'],alto,243-ESTADO-abierta
244,desgaste,2024-08-19T00:00:00.000000Z,abierta,"['288-09-7245', '978-00-2364']","['mnt-07427', 'mnt-14453']",muy alto,244-ESTADO-abierta
245,vandalismo,2024-07-27T00:00:00.000000Z,abierta,['907-22-6752'],['mnt-13104'],bajo,245-ESTADO-abierta
246,mal funcionamiento,2024-07-31T00:00:00.000000Z,abierta,['241-80-5078'],['mnt-10638'],alto,246-ESTADO-abierta
247,mal funcionamiento,2024-05-21T00:00:00.000000Z,cerrada,"['704-42-3411', '680-73-1573', '413-51-9652']",['mnt-10645'],alto,104
248,vandalismo,2024-07-16T00:00:00.000000Z,abierta,"['515-25-4324', '809-05-9468']",['mnt-01064'],bajo,248-ESTADO-abierta
249,mal funcionamiento,2024-08-02T00:00:00.000000Z,cerrada,"['714-59-0710', '466-05-3516']","['mnt-08218', 'mnt-08374']",alto,88
250,rotura,2024-07-22T00:00:00.000000Z,cerrada,"['630-97-7517', '328-44-5494']",['mnt-04381'],medio,255
251,desgaste,2023-11-17T00:00:00.000000Z,abierta,['359-87-4384'],['mnt-07589'],muy alto,251-ESTADO-abierta
252,mal funcionamiento,2024-08-15T00:00:00.000000Z,cerrada,['552-64-5966'],['mnt-04256'],alto,123
253,rotura,2024-09-20T00:00:00.000000Z,abierta,"['215-69-4654', '254-87-9195']",['mnt-06076'],medio,253-ESTADO-abierta
254,rotura,2024-01-14T00:00:00.000000Z,cerrada,"['210-74-6960', '308-46-4157', '511-45-5342']",['mnt-14764'],medio,109
255,desgaste,2024-04-20T00:00:00.000000Z,cerrada,"['082-26-0878', '744-27-5948', '916-97-8886']",['mnt-08194'],muy alto,136
256,vandalismo,2024-06-28T00:00:00.000000Z,abierta,"['109-89-0502', '296-43-3824', '949-61-3857']","['mnt-01955', 'mnt-03591', 'mnt-11987']",bajo,256-ESTADO-abierta
257,vandalismo,2024-04-15T00:00:00.000000Z,cerrada,"['834-54-5708', '486-68-9543', '037-38-3608']",['mnt-14660'],bajo,41
258,mal funcionamiento,2024-02-03T00:00:00.000000Z,cerrada,"['845-40-4850', '259-31-6045', '845-40-7598']",['mnt-11312'],alto,9
259,vandalismo,2024-05-19T00:00:00.000000Z,abierta,['908-00-9229'],['mnt-10556'],bajo,259-ESTADO-abierta
260,vandalismo,2024-02-06T00:00:00.000000Z,abierta,"['939-52-3865', '252-66-1363', '899-69-0478']","['mnt-07092', 'mnt-11539']",bajo,260-ESTADO-abierta
261,vandalismo,2024-01-22T00:00:00.000000Z,cerrada,"['666-47-6491', '546-88-7217', '359-91-7006']",['mnt-06394'],bajo,91
262,vandalismo,2024-04-04T00:00:00.000000Z,abierta,['546-46-3686'],['mnt-08775'],bajo,262-ESTADO-abierta
263,desgaste,2024-07-07T00:00:00.000000Z,cerrada,['622-69-8849'],['mnt-05304'],muy alto,194
264,rotura,2024-08-05T00:00:00.000000Z,cerrada,['516-54-5377'],['mnt-02904'],medio,278
265,desgaste,2024-04-20T00:00:00.000000Z,cerrada,"['266-62-9254', '020-04-8201', '354-57-4284']","['mnt-01742', 'mnt-14010']",muy alto,105
266,rotura,2024-04-01T00:00:00.000000Z,abierta,['364-09-9042'],['mnt-07555'],medio,266-ESTADO-abierta
267,mal funcionamiento,2023-12-07T00:00:00.000000Z,abierta,['128-94-2803'],['mnt-13141'],alto,267-ESTADO-abierta
268,desgaste,2024-01-30T00:00:00.000000Z,abierta,"['679-27-8776', '593-81-2295', '636-73-2770']",['mnt-06031'],muy alto,268-ESTADO-abierta
269,desgaste,2024-05-30T00:00:00.000000Z,cerrada,"['317-59-9842', '876-80-0191']",['mnt-06297'],muy alto,145
270,vandalismo,2024-05-28T00:00:00.000000Z,abierta,['556-01-9324'],['mnt-12008'],bajo,270-ESTADO-abierta
271,rotura,2024-03-05T00:00:00.000000Z,abierta,"['933-79-7522', '570-60-1091']",['mnt-04611'],medio,271-ESTADO-abierta
272,desgaste,2024-09-22T00:00:00.000000Z,abierta,"['554-40-3305', '844-06-6042']",['mnt-01532'],muy alto,272-ESTADO-abierta
273,desgaste,2023-11-19T00:00:00.000000Z,abierta,"['102-99-6624', '016-11-0505', '438-40-3067']",['mnt-08947'],muy alto,273-ESTADO-abierta
274,rotura,2024-09-29T00:00:00.000000Z,cerrada,['314-02-1194'],['mnt-01186'],medio,112
275,mal funcionamiento,2024-03-24T00:00:00.000000Z,abierta,['505-30-4051'],['mnt-03178'],alto,275-ESTADO-abierta
276,rotura,2024-08-20T00:00:00.000000Z,cerrada,"['092-70-0241', '617-98-7825', '745-40-3149']",['mnt-01203'],medio,239
277,rotura,2023-12-04T00:00:00.000000Z,abierta,"['254-17-9200', '465-63-9065']",['mnt-06269'],medio,277-ESTADO-abierta
278,desgaste,2024-03-24T00:00:00.000000Z,abierta,['408-42-0612'],['mnt-06027'],muy alto,278-ESTADO-abierta
279,mal funcionamiento,2023-11-04T00:00:00.000000Z,abierta,"['973-97-9814', '294-55-2511', '386-78-8491']",['mnt-06188'],alto,279-ESTADO-abierta
280,desgaste,2024-08-13T00:00:00.000000Z,cerrada,"['323-15-6457', '149-68-7937']",['mnt-03059'],muy alto,224
281,vandalismo,2023-11-22T00:00:00.000000Z,cerrada,['661-33-5619'],['mnt-11922'],bajo,223
282,vandalismo,2024-04-29T00:00:00.000000Z,abierta,['290-17-3796'],"['mnt-11254', 'mnt-14093']",bajo,282-ESTADO-abierta
283,rotura,2023-11-06T00:00:00.000000Z,abierta,"['829-99-2627', '690-39-4985', '332-10-5747']",['mnt-03276'],medio,283-ESTADO-abierta
284,rotura,2024-09-10T00:00:00.000000Z,cerrada,"['087-05-8772', '601-46-5956', '772-50-1904']",['mnt-06584'],medio,4
285,mal funcionamiento,2024-07-01T00:00:00.000000Z,cerrada,"['899-41-5279', '706-89-6262', '921-60-5646']",['mnt-14822'],alto,105
286,mal funcionamiento,2023-11-29T00:00:00.000000Z,abierta,"['693-95-3599', '801-44-8498', '799-85-2772']","['mnt-00800', 'mnt-06358']",alto,286-ESTADO-abierta
287,vandalismo,2024-09-09T00:00:00.000000Z,cerrada,"['854-01-1658', '849-09-8804']",['mnt-01236'],bajo,34
288,desgaste,2024-03-16T00:00:00.000000Z,abierta,"['038-94-8332', '475-13-4254', '205-69-7018']","['mnt-09598', 'mnt-12651']",muy alto,288-ESTADO-abierta
289,desgaste,2023-12-02T00:00:00.000000Z,cerrada,['562-19-2187'],['mnt-06873'],muy alto,173
290,desgaste,2024-11-10T00:00:00.000000Z,abierta,['092-00-2589'],['mnt-03809'],muy alto,290-ESTADO-abierta
291,rotura,2023-11-25T00:00:00.000000Z,abierta,"['797-44-0928', '697-71-6455', '377-94-5948']","['mnt-08851', 'mnt-10761']",medio,291-ESTADO-abierta
292,vandalismo,2024-08-30T00:00:00.000000Z,abierta,"['986-48-1472', '255-47-8286', '889-80-5713']",['mnt-00034'],bajo,292-ESTADO-abierta
293,mal funcionamiento,2024-05-24T00:00:00.000000Z,cerrada,['864-35-3807'],['mnt-08818'],alto,168
294,vandalismo,2023-10-23T00:00:00.000000Z,cerrada,['598-77-6579'],['mnt-14819'],bajo,346
295,desgaste,2024-02-28T00:00:00.000000Z,abierta,['418-94-3505'],['mnt-06651'],muy alto,295-ESTADO-abierta
296,mal funcionamiento,2024-08-23T00:00:00.000000Z,abierta,"['074-12-1942', '886-72-5197', '457-21-3953']",['mnt-14682'],alto,296-ESTADO-abierta
297,desgaste,2023-10-19T00:00:00.000000Z,abierta,['870-97-0337'],['mnt-11961'],muy alto,297-ESTADO-abierta
298,mal funcionamiento,2024-07-09T00:00:00.000000Z,abierta,"['834-21-1410', '702-46-1298', '697-85-2663']",['mnt-07216'],alto,298-ESTADO-abierta
299,desgaste,2024-06-20T00:00:00.000000Z,cerrada,"['081-33-0808', '132-42-2684']",['mnt-00987'],muy alto,10
300,mal funcionamiento,2024-06-27T00:00:00.000000Z,cerrada,"['105-77-5465', '116-73-6504', '409-45-1300']","['mnt-06168', 'mnt-10272']",alto,166
301,desgaste,2024-10-01T00:00:00.000000Z,abierta,['179-18-2765'],"['mnt-00710', 'mnt-07639']",muy alto,301-ESTADO-abierta
302,rotura,2023-12-25T00:00:00.000000Z,cerrada,['442-65-1949'],['mnt-07886'],medio,11
303,mal funcionamiento,2024-03-05T00:00:00.000000Z,abierta,"['197-71-4142', '037-73-5122', '530-21-9840']",['mnt-02719'],alto,303-ESTADO-abierta
304,vandalismo,2024-04-01T00:00:00.000000Z,abierta,"['734-99-4684', '213-95-8703']",['mnt-05347'],bajo,304-ESTADO-abierta
305,vandalismo,2024-02-18T00:00:00.000000Z,cerrada,"['179-63-9808', '502-02-6662']",['mnt-10595'],bajo,180
306,mal funcionamiento,2024-04-12T00:00:00.000000Z,abierta,['159-40-5926'],['mnt-08730'],alto,306-ESTADO-abierta
307,vandalismo,2024-07-21T00:00:00.000000Z,cerrada,"['454-52-0766', '280-62-2915']",['mnt-00765'],bajo,51
308,mal funcionamiento,2024-05-07T00:00:00.000000Z,cerrada,"['538-12-6517', '155-06-1796', '043-64-3191']",['mnt-08959'],alto,190
309,vandalismo,2024-02-16T00:00:00.000000Z,abierta,"['602-03-1664', '147-50-0341']",['mnt-08132'],bajo,309-ESTADO-abierta
310,vandalismo,2023-12-28T00:00:00.000000Z,abierta,['160-91-0453'],"['mnt-02112', 'mnt-11757']",bajo,310-ESTADO-abierta
311,vandalismo,2024-08-07T00:00:00.000000Z,abierta,['096-58-1468'],['mnt-12719'],bajo,311-ESTADO-abierta
312,vandalismo,2023-11-22T00:00:00.000000Z,abierta,"['055-11-7491', '757-10-7998', '197-83-8049']",['mnt-04056'],bajo,312-ESTADO-abierta
313,mal funcionamiento,2024-01-01T00:00:00.000000Z,cerrada,"['593-28-1463', '306-25-1863', '535-50-0905']",['mnt-07446'],alto,223
314,rotura,2024-09-01T00:00:00.000000Z,abierta,['927-72-9530'],['mnt-06380'],medio,314-ESTADO-abierta
315,mal funcionamiento,2024-02-12T00:00:00.000000Z,cerrada,"['351-14-5876', '163-56-3154']","['mnt-01497', 'mnt-06346']",alto,20
316,mal funcionamiento,2024-07-25T00:00:00.000000Z,abierta,['197-60-9711'],['mnt-14442'],alto,316-ESTADO-abierta
317,desgaste,2024-12-05T00:00:00.000000Z,abierta,"['560-92-4692', '045-85-1947']",['mnt-04248'],muy alto,317-ESTADO-abierta
318,desgaste,2024-05-14T00:00:00.000000Z,abierta,"['891-85-4446', '254-61-5659', '014-14-0644']",['mnt-01358'],muy alto,318-ESTADO-abierta
319,rotura,2024-07-31T00:00:00.000000Z,cerrada,"['665-21-6981', '116-65-9334']",['mnt-14311'],medio,108
320,rotura,2024-02-10T00:00:00.000000Z,cerrada,['853-33-3261'],"['mnt-01228', 'mnt-05569']",medio,235
321,mal funcionamiento,2024-05-18T00:00:00.000000Z,abierta,"['467-60-3084', '830-67-4076']",['mnt-03167'],alto,321-ESTADO-abierta
322,desgaste,2024-06-11T00:00:00.000000Z,abierta,"['290-89-2769', '998-38-2592']","['mnt-04162', 'mnt-07685']",muy alto,322-ESTADO-abierta
323,vandalismo,2023-11-03T00:00:00.000000Z,abierta,"['210-69-7560', '064-76-8007']","['mnt-05129', 'mnt-11083']",bajo,323-ESTADO-abierta
324,mal funcionamiento,2024-04-29T00:00:00.000000Z,abierta,['630-81-6658'],['mnt-12584'],alto,324-ESTADO-abierta
325,rotura,2023-10-15T00:00:00.000000Z,abierta,['420-51-9943'],['mnt-10574'],medio,325-ESTADO-abierta
326,vandalismo,2024-08-04T00:00:00.000000Z,cerrada,"['359-75-6058', '065-70-5779', '261-05-7926']",['mnt-06406'],bajo,24
327,vandalismo,2024-01-06T00:00:00.000000Z,cerrada,"['859-47-0545', '599-74-8656', '094-76-6065']",['mnt-08371'],bajo,6
328,desgaste,2024-04-13T00:00:00.000000Z,cerrada,['053-91-2605'],"['mnt-02642', 'mnt-12932']",muy alto,94
329,vandalismo,2024-02-18T00:00:00.000000Z,abierta,"['982-37-3796', '458-10-1128']",['mnt-00190'],bajo,329-ESTADO-abierta
330,desgaste,2024-05-04T00:00:00.000000Z,abierta,['756-12-6297'],"['mnt-00504', 'mnt-12418']",muy alto,330-ESTADO-abierta
331,desgaste,2024-07-04T00:00:00.000000Z,abierta,"['219-99-4951', '236-84-5106', '732-13-6410']",['mnt-00022'],muy alto,331-ESTADO-abierta
332,vandalismo,2024-07-27T00:00:00.000000Z,cerrada,"['550-30-7486', '926-68-0103', '301-25-6988']",['mnt-07468'],bajo,28
333,desgaste,2024-08-12T00:00:00.000000Z,cerrada,['572-97-5101'],['mnt-02659'],muy alto,8
334,vandalismo,2024-07-08T00:00:00.000000Z,cerrada,"['836-96-3846', '294-16-8118']",['mnt-11750'],bajo,32
335,vandalismo,2024-03-11T00:00:00.000000Z,abierta,"['772-45-1594', '980-70-8235']","['mnt-02528', 'mnt-04445']",bajo,335-ESTADO-abierta
336,mal funcionamiento,2024-09-27T00:00:00.000000Z,abierta,"['100-74-9205', '759-83-8175', '479-05-1176']","['mnt-06088', 'mnt-07349', 'mnt-11380']",alto,336-ESTADO-abierta
337,mal funcionamiento,2024-05-31T00:00:00.000000Z,cerrada,['534-40-4833'],['mnt-00358'],alto,64
338,rotura,2024-02-14T00:00:00.000000Z,cerrada,"['365-96-5751', '251-75-3243', '305-89-6733']","['mnt-12691', 'mnt-14141']",medio,196
339,rotura,2024-08-19T00:00:00.000000Z,abierta,"['012-44-7679', '322-56-1953']","['mnt-04902', 'mnt-07611']",medio,339-ESTADO-abierta
340,desgaste,2024-06-28T00:00:00.000000Z,cerrada,['176-58-1345'],['mnt-07096'],muy alto,24
341,mal funcionamiento,2024-03-21T00:00:00.000000Z,cerrada,"['810-98-7093', '412-13-3492']",['mnt-12939'],alto,171
342,desgaste,2023-12-21T00:00:00.000000Z,abierta,['527-92-2589'],['mnt-08229'],muy alto,342-ESTADO-abierta
343,desgaste,2023-10-26T00:00:00.000000Z,cerrada,"['500-16-2930', '376-33-9110']",['mnt-02029'],muy alto,214
344,mal funcionamiento,2024-07-07T00:00:00.000000Z,cerrada,"['990-76-4251', '668-52-1770']",['mnt-04642'],alto,19
345,mal funcionamiento,2024-08-06T00:00:00.000000Z,abierta,"['490-19-1026', '353-88-3076']",['mnt-03586'],alto,345-ESTADO-abierta
346,mal funcionamiento,2024-08-18T00:00:00.000000Z,abierta,['499-12-3033'],"['mnt-02642', 'mnt-12932']",alto,346-ESTADO-abierta
347,rotura,2024-02-16T00:00:00.000000Z,abierta,"['697-74-4853', '634-01-3981', '602-03-1664']","['mnt-03208', 'mnt-08841']",medio,347-ESTADO-abierta
348,rotura,2023-10-23T00:00:00.000000Z,cerrada,['724-93-2993'],['mnt-06925'],medio,219
349,mal funcionamiento,2024-05-03T00:00:00.000000Z,abierta,['458-48-7450'],['mnt-04471'],alto,349-ESTADO-abierta
350,rotura,2024-08-30T00:00:00.000000Z,abierta,"['562-51-6195', '757-96-7008']",['mnt-04213'],medio,350-ESTADO-abierta
351,vandalismo,2024-05-02T00:00:00.000000Z,abierta,['394-00-5301'],['mnt-10219'],bajo,351-ESTADO-abierta
352,rotura,2024-10-09T00:00:00.000000Z,cerrada,"['703-36-0172', '630-84-3384']",['mnt-11313'],medio,187
353,vandalismo,2024-04-17T00:00:00.000000Z,cerrada,['366-53-9810'],"['mnt-01014', 'mnt-08644']",bajo,29
354,mal funcionamiento,2023-12-25T00:00:00.000000Z,abierta,['329-98-1190'],"['mnt-04902', 'mnt-07611']",alto,354-ESTADO-abierta
355,mal funcionamiento,2024-01-26T00:00:00.000000Z,cerrada,"['818-45-3964', '610-76-5829']",['mnt-03407'],alto,224
356,vandalismo,2024-10-03T00:00:00.000000Z,abierta,"['804-78-3227', '661-43-9555', '297-12-3457']",['mnt-00518'],bajo,356-ESTADO-abierta
357,desgaste,2024-04-14T00:00:00.000000Z,cerrada,"['894-92-9540', '171-84-7504']",['mnt-14663'],muy alto,48
358,rotura,2024-01-16T00:00:00.000000Z,cerrada,"['938-09-9014', '523-87-5555']",['mnt-12509'],medio,89
359,mal funcionamiento,2024-03-13T00:00:00.000000Z,abierta,['279-62-8606'],['mnt-06599'],alto,359-ESTADO-abierta
360,vandalismo,2024-04-22T00:00:00.000000Z,abierta,"['307-63-8735', '252-66-1363', '942-60-7156']",['mnt-07949'],bajo,360-ESTADO-abierta
361,desgaste,2024-03-28T00:00:00.000000Z,abierta,"['071-87-8731', '721-04-3678']",['mnt-07647'],muy alto,361-ESTADO-abierta
362,rotura,2023-11-23T00:00:00.000000Z,abierta,['151-30-3233'],['mnt-11004'],medio,362-ESTADO-abierta
363,desgaste,2023-12-16T00:00:00.000000Z,cerrada,['997-84-7953'],['mnt-14682'],muy alto,72
364,mal funcionamiento,2024-01-31T00:00:00.000000Z,cerrada,"['942-02-9734', '901-98-4874']",['mnt-00286'],alto,67
365,vandalismo,2024-04-01T00:00:00.000000Z,abierta,['436-63-7538'],['mnt-11750'],bajo,365-ESTADO-abierta
366,mal funcionamiento,2024-08-12T00:00:00.000000Z,cerrada,"['859-44-1070', '400-04-9068', '669-84-3016']","['mnt-02814', 'mnt-14642']",alto,14
367,mal funcionamiento,2024-07-19T00:00:00.000000Z,cerrada,"['939-33-6124', '116-95-2791', '711-33-4768']",['mnt-07313'],alto,66
368,vandalismo,2024-05-05T00:00:00.000000Z,abierta,['451-97-5461'],['mnt-01221'],bajo,368-ESTADO-abierta
369,desgaste,2024-05-22T00:00:00.000000Z,cerrada,"['870-54-8063', '436-41-0036']",['mnt-04598'],muy alto,188
370,rotura,2024-06-07T00:00:00.000000Z,abierta,"['258-83-0473', '357-92-9625']","['mnt-13012', 'mnt-13713']",medio,370-ESTADO-abierta
371,desgaste,2023-10-29T00:00:00.000000Z,cerrada,"['986-84-7865', '220-32-0711']",['mnt-01532'],muy alto,62
372,desgaste,2023-11-13T00:00:00.000000Z,abierta,"['011-33-8059', '811-98-6189', '321-73-2803']",['mnt-08798'],muy alto,372-ESTADO-abierta
373,mal funcionamiento,2024-01-14T00:00:00.000000Z,cerrada,"['809-99-6731', '866-87-6479']",['mnt-02739'],alto,88
374,vandalismo,2024-08-10T00:00:00.000000Z,cerrada,"['602-52-6761', '907-08-8113']",['mnt-14903'],bajo,176
375,desgaste,2024-04-07T00:00:00.000000Z,cerrada,['559-08-6664'],['mnt-09558'],muy alto,14
376,desgaste,2024-04-26T00:00:00.000000Z,cerrada,"['968-27-4035', '372-28-9340', '858-14-5364']",['mnt-12094'],muy alto,65
377,mal funcionamiento,2024-03-19T00:00:00.000000Z,cerrada,"['894-28-8127', '770-38-7376']",['mnt-05340'],alto,98
378,desgaste,2024-06-29T00:00:00.000000Z,abierta,"['365-23-1486', '791-41-9096']",['mnt-14903'],muy alto,378-ESTADO-abierta
379,mal funcionamiento,2024-09-03T00:00:00.000000Z,cerrada,"['547-78-2911', '291-85-9966']",['mnt-14494'],alto,83
